Index,k,QQ,x_b,t,phi_x,F,errF,F1,F2,ReH,ReE,ReHTilde
37, 5.75, 2.17955,0.385579,-0.328,231.572,0.0299772,0.00313858,0.543877,0.776237,0.543877,0.776237,0.743344
38, 5.75, 2.17955,0.385579,-0.328,231.966,0.0307975,0.00444346,0.543877,0.776237,0.543877,0.776237,0.743344
39, 5.75, 2.17955,0.385579,-0.328,237.849,0.0248102,0.00349777,0.543877,0.776237,0.543877,0.776237,0.743344
40, 5.75, 2.17955,0.385579,-0.328,244.803,0.0250405,0.00332228,0.543877,0.776237,0.543877,0.776237,0.743344
41, 5.75, 2.17955,0.385579,-0.328,252.321,0.0285358,0.00461722,0.543877,0.776237,0.543877,0.776237,0.743344
42, 5.75, 2.17955,0.385579,-0.328,255.934,0.0237029,0.000803317,0.543877,0.776237,0.543877,0.776237,0.743344
43, 5.75, 2.17955,0.385579,-0.328,266.742,0.0278245,0.00266454,0.543877,0.776237,0.543877,0.776237,0.743344
44, 5.75, 2.17955,0.385579,-0.328,271.298,0.0328288,0.00557134,0.543877,0.776237,0.543877,0.776237,0.743344
45, 5.75, 2.17955,0.385579,-0.328,275.549,0.0326433,0.00592633,0.543877,0.776237,0.543877,0.776237,0.743344
46, 5.75, 2.17955,0.385579,-0.328,280.506,0.0368902,0.00305261,0.543877,0.776237,0.543877,0.776237,0.743344
47, 5.75, 2.17955,0.385579,-0.328,288.258,0.036761,0.00426468,0.543877,0.776237,0.543877,0.776237,0.743344
48, 5.75, 2.17955,0.385579,-0.328,293.367,0.0417635,0.00359269,0.543877,0.776237,0.543877,0.776237,0.743344
49, 5.75, 2.17955,0.385579,-0.328,301.794,0.044296,0.00435563,0.543877,0.776237,0.543877,0.776237,0.743344
50, 5.75, 2.17955,0.385579,-0.328,305.179,0.0371076,0.00319754,0.543877,0.776237,0.543877,0.776237,0.743344
51, 5.75, 2.17955,0.385579,-0.328,310.433,0.0384134,0.00351627,0.543877,0.776237,0.543877,0.776237,0.743344
52, 5.75, 2.17955,0.385579,-0.328,308.57,0.0433337,0.00352243,0.543877,0.776237,0.543877,0.776237,0.743344
53, 5.75, 2.17955,0.385579,-0.328,318.407,0.0504794,0.0051065,0.543877,0.776237,0.543877,0.776237,0.743344
54, 5.75, 2.17955,0.385579,-0.328,331.491,0.058586,0.00685147,0.543877,0.776237,0.543877,0.776237,0.743344
55, 5.75, 2.17955,0.385579,-0.328,335.579,0.0527835,0.00546254,0.543877,0.776237,0.543877,0.776237,0.743344
56, 5.75, 2.17955,0.385579,-0.328,340.353,0.0537589,0.00522246,0.543877,0.776237,0.543877,0.776237,0.743344
57, 5.75, 2.17955,0.385579,-0.328,347.005,0.0592227,0.00647351,0.543877,0.776237,0.543877,0.776237,0.743344
58, 5.75, 2.17955,0.385579,-0.328,348.033,0.0654864,0.00588402,0.543877,0.776237,0.543877,0.776237,0.743344
59, 5.75, 2.17955,0.385579,-0.328,357.854,0.0587382,0.00749322,0.543877,0.776237,0.543877,0.776237,0.743344
0, 5.75, 2.01586,0.396543,-0.286624,14.2943,0.0495352,0.00318878,0.543877,0.776237,0.543877,0.776237,0.743344
1, 5.75, 2.01586,0.396543,-0.286624,8.72688,0.0514361,0.00562143,0.543877,0.776237,0.543877,0.776237,0.743344
2, 5.75, 2.01586,0.396543,-0.286624,18.6062,0.0398465,0.00332876,0.543877,0.776237,0.543877,0.776237,0.743344
3, 5.75, 2.01586,0.396543,-0.286624,22.7687,0.0490756,0.00595202,0.543877,0.776237,0.543877,0.776237,0.743344
4, 5.75, 2.01586,0.396543,-0.286624,27.1336,0.0400827,0.0062312,0.543877,0.776237,0.543877,0.776237,0.743344
5, 5.75, 2.01586,0.396543,-0.286624,35.0304,0.0387003,0.00466394,0.543877,0.776237,0.543877,0.776237,0.743344
6, 5.75, 2.01586,0.396543,-0.286624,37.4865,0.0474175,0.00587794,0.543877,0.776237,0.543877,0.776237,0.743344
7, 5.75, 2.01586,0.396543,-0.286624,45.0829,0.0369509,0.00447283,0.543877,0.776237,0.543877,0.776237,0.743344
8, 5.75, 2.01586,0.396543,-0.286624,52.4231,0.0361188,0.00522889,0.543877,0.776237,0.543877,0.776237,0.743344
9, 5.75, 2.01586,0.396543,-0.286624,61.4108,0.0346833,0.00315444,0.543877,0.776237,0.543877,0.776237,0.743344
10, 5.75, 2.01586,0.396543,-0.286624,66.3961,0.0366645,0.00405868,0.543877,0.776237,0.543877,0.776237,0.743344
11, 5.75, 2.01586,0.396543,-0.286624,69.9725,0.0330142,0.00294159,0.543877,0.776237,0.543877,0.776237,0.743344
12, 5.75, 2.01586,0.396543,-0.286624,84.8185,0.023574,0.00298775,0.543877,0.776237,0.543877,0.776237,0.743344
13, 5.75, 2.01586,0.396543,-0.286624,76.1078,0.0341482,0.00188222,0.543877,0.776237,0.543877,0.776237,0.743344
14, 5.75, 2.01586,0.396543,-0.286624,87.1489,0.0335778,0.00370211,0.543877,0.776237,0.543877,0.776237,0.743344
15, 5.75, 2.01586,0.396543,-0.286624,98.1019,0.0254197,0.00369387,0.543877,0.776237,0.543877,0.776237,0.743344
16, 5.75, 2.01586,0.396543,-0.286624,104.983,0.028186,0.00340254,0.543877,0.776237,0.543877,0.776237,0.743344
17, 5.75, 2.01586,0.396543,-0.286624,110.317,0.0303826,0.00220717,0.543877,0.776237,0.543877,0.776237,0.743344
18, 5.75, 2.01586,0.396543,-0.286624,112.245,0.0274854,0.0032328,0.543877,0.776237,0.543877,0.776237,0.743344
19, 5.75, 2.01586,0.396543,-0.286624,123.498,0.0295912,0.00379511,0.543877,0.776237,0.543877,0.776237,0.743344
20, 5.75, 2.01586,0.396543,-0.286624,119.506,0.0304511,0.0023976,0.543877,0.776237,0.543877,0.776237,0.743344
21, 5.75, 2.01586,0.396543,-0.286624,130.219,0.026151,0.0024704,0.543877,0.776237,0.543877,0.776237,0.743344
22, 5.75, 2.01586,0.396543,-0.286624,138.246,0.022097,0.00229557,0.543877,0.776237,0.543877,0.776237,0.743344
23, 5.75, 2.01586,0.396543,-0.286624,147.78,0.0251828,0.00257735,0.543877,0.776237,0.543877,0.776237,0.743344
24, 5.75, 2.01586,0.396543,-0.286624,151.275,0.0277807,0.00215032,0.543877,0.776237,0.543877,0.776237,0.743344
25, 5.75, 2.01586,0.396543,-0.286624,155.135,0.0277682,0.00319044,0.543877,0.776237,0.543877,0.776237,0.743344
26, 5.75, 2.01586,0.396543,-0.286624,159.197,0.021641,0.00301285,0.543877,0.776237,0.543877,0.776237,0.743344
27, 5.75, 2.01586,0.396543,-0.286624,168.7,0.0236253,0.00177851,0.543877,0.776237,0.543877,0.776237,0.743344
28, 5.75, 2.01586,0.396543,-0.286624,173.583,0.0248286,0.00292955,0.543877,0.776237,0.543877,0.776237,0.743344
29, 5.75, 2.01586,0.396543,-0.286624,182.324,0.0180224,0.00325953,0.543877,0.776237,0.543877,0.776237,0.743344
30, 5.75, 2.01586,0.396543,-0.286624,188.096,0.0217434,0.00276811,0.543877,0.776237,0.543877,0.776237,0.743344
31, 5.75, 2.01586,0.396543,-0.286624,189.391,0.0240075,0.00244191,0.543877,0.776237,0.543877,0.776237,0.743344
32, 5.75, 2.01586,0.396543,-0.286624,198.569,0.0248848,0.00252606,0.543877,0.776237,0.543877,0.776237,0.743344
33, 5.75, 2.01586,0.396543,-0.286624,203.512,0.0203939,0.00339582,0.543877,0.776237,0.543877,0.776237,0.743344
34, 5.75, 2.01586,0.396543,-0.286624,210.535,0.0262664,0.00374616,0.543877,0.776237,0.543877,0.776237,0.743344
35, 5.75, 2.01586,0.396543,-0.286624,215.188,0.0238295,0.00422978,0.543877,0.776237,0.543877,0.776237,0.743344
36, 5.75, 2.01586,0.396543,-0.286624,218.621,0.0210622,0.00159939,0.543877,0.776237,0.543877,0.776237,0.743344
37, 5.75, 2.01586,0.396543,-0.286624,223.196,0.026277,0.00246937,0.543877,0.776237,0.543877,0.776237,0.743344
38, 5.75, 2.01586,0.396543,-0.286624,232.308,0.0280486,0.00273659,0.543877,0.776237,0.543877,0.776237,0.743344
39, 5.75, 2.01586,0.396543,-0.286624,245.977,0.0250488,0.00251656,0.543877,0.776237,0.543877,0.776237,0.743344
40, 5.75, 2.01586,0.396543,-0.286624,245.29,0.0272938,0.00167394,0.543877,0.776237,0.543877,0.776237,0.743344
41, 5.75, 2.01586,0.396543,-0.286624,251.77,0.0257598,0.00308393,0.543877,0.776237,0.543877,0.776237,0.743344
42, 5.75, 2.01586,0.396543,-0.286624,262.529,0.02806,0.00156612,0.543877,0.776237,0.543877,0.776237,0.743344
43, 5.75, 2.01586,0.396543,-0.286624,259.447,0.0246826,0.0015639,0.543877,0.776237,0.543877,0.776237,0.743344
44, 5.75, 2.01586,0.396543,-0.286624,269.391,0.0279738,0.00194148,0.543877,0.776237,0.543877,0.776237,0.743344
45, 5.75, 2.01586,0.396543,-0.286624,275.18,0.0306416,0.00379703,0.543877,0.776237,0.543877,0.776237,0.743344
46, 5.75, 2.01586,0.396543,-0.286624,280.301,0.024693,0.00291002,0.543877,0.776237,0.543877,0.776237,0.743344
47, 5.75, 2.01586,0.396543,-0.286624,285.798,0.0308459,0.00391822,0.543877,0.776237,0.543877,0.776237,0.743344
48, 5.75, 2.01586,0.396543,-0.286624,289.206,0.0299178,0.00401487,0.543877,0.776237,0.543877,0.776237,0.743344
49, 5.75, 2.01586,0.396543,-0.286624,299.341,0.0436,0.00577403,0.543877,0.776237,0.543877,0.776237,0.743344
50, 5.75, 2.01586,0.396543,-0.286624,305.323,0.0403857,0.00583653,0.543877,0.776237,0.543877,0.776237,0.743344
51, 5.75, 2.01586,0.396543,-0.286624,311.814,0.0405466,0.00620236,0.543877,0.776237,0.543877,0.776237,0.743344
52, 5.75, 2.01586,0.396543,-0.286624,318.662,0.0415138,0.00460029,0.543877,0.776237,0.543877,0.776237,0.743344
53, 5.75, 2.01586,0.396543,-0.286624,319.928,0.0507201,0.00367058,0.543877,0.776237,0.543877,0.776237,0.743344
54, 5.75, 2.01586,0.396543,-0.286624,333.586,0.0384005,0.00381115,0.543877,0.776237,0.543877,0.776237,0.743344
55, 5.75, 2.01586,0.396543,-0.286624,334.23,0.0458432,0.00378237,0.543877,0.776237,0.543877,0.776237,0.743344
56, 5.75, 2.01586,0.396543,-0.286624,343.276,0.0442675,0.00428181,0.543877,0.776237,0.543877,0.776237,0.743344
57, 5.75, 2.01586,0.396543,-0.286624,343.344,0.0362768,0.00421054,0.543877,0.776237,0.543877,0.776237,0.743344
58, 5.75, 2.01586,0.396543,-0.286624,354.323,0.0497919,0.00402606,0.543877,0.776237,0.543877,0.776237,0.743344
59, 5.75, 2.01586,0.396543,-0.286624,362.924,0.0495568,0.00454304,0.543877,0.776237,0.543877,0.776237,0.743344
0, 5.75, 2.63258,0.345012,-0.313612,6.23012,0.169742,0.0172833,0.543877,0.776237,0.543877,0.776237,0.743344
1, 5.75, 2.63258,0.345012,-0.313612,13.0677,0.132293,0.0151521,0.543877,0.776237,0.543877,0.776237,0.743344
2, 5.75, 2.63258,0.345012,-0.313612,17.812,0.129402,0.0130512,0.543877,0.776237,0.543877,0.776237,0.743344
3, 5.75, 2.63258,0.345012,-0.313612,24.5609,0.138441,0.0140637,0.543877,0.776237,0.543877,0.776237,0.743344
4, 5.75, 2.63258,0.345012,-0.313612,31.5154,0.104569,0.0100782,0.543877,0.776237,0.543877,0.776237,0.743344
5, 5.75, 2.63258,0.345012,-0.313612,36.0424,0.124713,0.0139865,0.543877,0.776237,0.543877,0.776237,0.743344
6, 5.75, 2.63258,0.345012,-0.313612,46.6571,0.0949854,0.0102269,0.543877,0.776237,0.543877,0.776237,0.743344
7, 5.75, 2.63258,0.345012,-0.313612,43.7139,0.110826,0.0113344,0.543877,0.776237,0.543877,0.776237,0.743344
8, 5.75, 2.63258,0.345012,-0.313612,54.7405,0.0839882,0.00931558,0.543877,0.776237,0.543877,0.776237,0.743344
9, 5.75, 2.63258,0.345012,-0.313612,62.7745,0.0764795,0.00651499,0.543877,0.776237,0.543877,0.776237,0.743344
10, 5.75, 2.63258,0.345012,-0.313612,66.7721,0.0690164,0.00872471,0.543877,0.776237,0.543877,0.776237,0.743344
11, 5.75, 2.63258,0.345012,-0.313612,67.502,0.0723419,0.00822923,0.543877,0.776237,0.543877,0.776237,0.743344
12, 5.75, 2.63258,0.345012,-0.313612,74.9383,0.0573847,0.00622949,0.543877,0.776237,0.543877,0.776237,0.743344
13, 5.75, 2.63258,0.345012,-0.313612,83.6671,0.046937,0.0059791,0.543877,0.776237,0.543877,0.776237,0.743344
14, 5.75, 2.63258,0.345012,-0.313612,88.5256,0.0442718,0.00487526,0.543877,0.776237,0.543877,0.776237,0.743344
15, 5.75, 2.63258,0.345012,-0.313612,94.4075,0.0484903,0.00715374,0.543877,0.776237,0.543877,0.776237,0.743344
16, 5.75, 2.63258,0.345012,-0.313612,106.955,0.0463302,0.00618913,0.543877,0.776237,0.543877,0.776237,0.743344
17, 5.75, 2.63258,0.345012,-0.313612,110.555,0.0412968,0.00387834,0.543877,0.776237,0.543877,0.776237,0.743344
18, 5.75, 2.63258,0.345012,-0.313612,114.823,0.036431,0.00477882,0.543877,0.776237,0.543877,0.776237,0.743344
19, 5.75, 2.63258,0.345012,-0.313612,120.191,0.043315,0.00385806,0.543877,0.776237,0.543877,0.776237,0.743344
20, 5.75, 2.63258,0.345012,-0.313612,123.674,0.0399674,0.00418682,0.543877,0.776237,0.543877,0.776237,0.743344
21, 5.75, 2.63258,0.345012,-0.313612,129.923,0.0382602,0.00433673,0.543877,0.776237,0.543877,0.776237,0.743344
22, 5.75, 2.63258,0.345012,-0.313612,143.072,0.0296843,0.00413624,0.543877,0.776237,0.543877,0.776237,0.743344
23, 5.75, 2.63258,0.345012,-0.313612,149.588,0.0312059,0.00279712,0.543877,0.776237,0.543877,0.776237,0.743344
24, 5.75, 2.63258,0.345012,-0.313612,142.26,0.0341762,0.00309446,0.543877,0.776237,0.543877,0.776237,0.743344
25, 5.75, 2.63258,0.345012,-0.313612,153.649,0.0269174,0.00154678,0.543877,0.776237,0.543877,0.776237,0.743344
26, 5.75, 2.63258,0.345012,-0.313612,160.084,0.0257178,0.000862693,0.543877,0.776237,0.543877,0.776237,0.743344
27, 5.75, 2.63258,0.345012,-0.313612,163.208,0.0342971,0.00349205,0.543877,0.776237,0.543877,0.776237,0.743344
28, 5.75, 2.63258,0.345012,-0.313612,170.374,0.0363641,0.00413946,0.543877,0.776237,0.543877,0.776237,0.743344
29, 5.75, 2.63258,0.345012,-0.313612,183.145,0.0313463,0.00410826,0.543877,0.776237,0.543877,0.776237,0.743344
30, 5.75, 2.63258,0.345012,-0.313612,187.906,0.0308002,0.00404053,0.543877,0.776237,0.543877,0.776237,0.743344
31, 5.75, 2.63258,0.345012,-0.313612,188.777,0.0296133,0.00240038,0.543877,0.776237,0.543877,0.776237,0.743344
32, 5.75, 2.63258,0.345012,-0.313612,198.09,0.0335075,0.00251084,0.543877,0.776237,0.543877,0.776237,0.743344
33, 5.75, 2.63258,0.345012,-0.313612,205.025,0.0362348,0.00291015,0.543877,0.776237,0.543877,0.776237,0.743344
34, 5.75, 2.63258,0.345012,-0.313612,211.683,0.0284344,0.00318664,0.543877,0.776237,0.543877,0.776237,0.743344
35, 5.75, 2.63258,0.345012,-0.313612,216.766,0.0338759,0.00446041,0.543877,0.776237,0.543877,0.776237,0.743344
36, 5.75, 2.63258,0.345012,-0.313612,212.153,0.0275735,0.00117112,0.543877,0.776237,0.543877,0.776237,0.743344
37, 5.75, 2.63258,0.345012,-0.313612,226.581,0.0319294,0.00345983,0.543877,0.776237,0.543877,0.776237,0.743344
38, 5.75, 2.63258,0.345012,-0.313612,236.376,0.0338719,0.00558768,0.543877,0.776237,0.543877,0.776237,0.743344
39, 5.75, 2.63258,0.345012,-0.313612,237.776,0.0343489,0.00330769,0.543877,0.776237,0.543877,0.776237,0.743344
40, 5.75, 2.63258,0.345012,-0.313612,238.517,0.0342707,0.0046855,0.543877,0.776237,0.543877,0.776237,0.743344
41, 5.75, 2.63258,0.345012,-0.313612,253.561,0.0439783,0.0043949,0.543877,0.776237,0.543877,0.776237,0.743344
42, 5.75, 2.63258,0.345012,-0.313612,263.964,0.0495256,0.00620669,0.543877,0.776237,0.543877,0.776237,0.743344
43, 5.75, 2.63258,0.345012,-0.313612,261.664,0.0425208,0.00466562,0.543877,0.776237,0.543877,0.776237,0.743344
44, 5.75, 2.63258,0.345012,-0.313612,267.968,0.0467734,0.00572549,0.543877,0.776237,0.543877,0.776237,0.743344
45, 5.75, 2.63258,0.345012,-0.313612,271.832,0.0500513,0.00761058,0.543877,0.776237,0.543877,0.776237,0.743344
46, 5.75, 2.63258,0.345012,-0.313612,276.9,0.0497109,0.00527789,0.543877,0.776237,0.543877,0.776237,0.743344
47, 5.75, 2.63258,0.345012,-0.313612,291.892,0.0634861,0.00707634,0.543877,0.776237,0.543877,0.776237,0.743344
48, 5.75, 2.63258,0.345012,-0.313612,293.995,0.0737639,0.00801096,0.543877,0.776237,0.543877,0.776237,0.743344
49, 5.75, 2.63258,0.345012,-0.313612,301.505,0.079588,0.00840036,0.543877,0.776237,0.543877,0.776237,0.743344
50, 5.75, 2.63258,0.345012,-0.313612,304.458,0.0753767,0.00941573,0.543877,0.776237,0.543877,0.776237,0.743344
51, 5.75, 2.63258,0.345012,-0.313612,305.669,0.0902533,0.00993714,0.543877,0.776237,0.543877,0.776237,0.743344
52, 5.75, 2.63258,0.345012,-0.313612,319.76,0.103516,0.0111808,0.543877,0.776237,0.543877,0.776237,0.743344
53, 5.75, 2.63258,0.345012,-0.313612,315.105,0.0798372,0.00965263,0.543877,0.776237,0.543877,0.776237,0.743344
54, 5.75, 2.63258,0.345012,-0.313612,330.354,0.151254,0.0164148,0.543877,0.776237,0.543877,0.776237,0.743344
55, 5.75, 2.63258,0.345012,-0.313612,335.454,0.147376,0.0162932,0.543877,0.776237,0.543877,0.776237,0.743344
56, 5.75, 2.63258,0.345012,-0.313612,343.426,0.153155,0.0164925,0.543877,0.776237,0.543877,0.776237,0.743344
57, 5.75, 2.63258,0.345012,-0.313612,343.115,0.152643,0.01633,0.543877,0.776237,0.543877,0.776237,0.743344
58, 5.75, 2.63258,0.345012,-0.313612,351.551,0.156705,0.0170355,0.543877,0.776237,0.543877,0.776237,0.743344
59, 5.75, 2.63258,0.345012,-0.313612,361.333,0.138748,0.0147909,0.543877,0.776237,0.543877,0.776237,0.743344
0, 5.75, 2.12776,0.359331,-0.297031,6.60398,0.0803213,0.00788456,0.543877,0.776237,0.543877,0.776237,0.743344
1, 5.75, 2.12776,0.359331,-0.297031,13.5138,0.0883889,0.00970584,0.543877,0.776237,0.543877,0.776237,0.743344
2, 5.75, 2.12776,0.359331,-0.297031,18.841,0.071434,0.00611024,0.543877,0.776237,0.543877,0.776237,0.743344
3, 5.75, 2.12776,0.359331,-0.297031,22.7803,0.086866,0.00837992,0.543877,0.776237,0.543877,0.776237,0.743344
4, 5.75, 2.12776,0.359331,-0.297031,30.7386,0.066441,0.00836851,0.543877,0.776237,0.543877,0.776237,0.743344
5, 5.75, 2.12776,0.359331,-0.297031,35.0199,0.0658901,0.00536081,0.543877,0.776237,0.543877,0.776237,0.743344
6, 5.75, 2.12776,0.359331,-0.297031,34.8243,0.066207,0.00559178,0.543877,0.776237,0.543877,0.776237,0.743344
7, 5.75, 2.12776,0.359331,-0.297031,48.2359,0.0479942,0.00815527,0.543877,0.776237,0.543877,0.776237,0.743344
8, 5.75, 2.12776,0.359331,-0.297031,54.1451,0.0580899,0.00575602,0.543877,0.776237,0.543877,0.776237,0.743344
9, 5.75, 2.12776,0.359331,-0.297031,55.1678,0.0453695,0.00437057,0.543877,0.776237,0.543877,0.776237,0.743344
10, 5.75, 2.12776,0.359331,-0.297031,61.7852,0.0507146,0.0053897,0.543877,0.776237,0.543877,0.776237,0.743344
11, 5.75, 2.12776,0.359331,-0.297031,66.7373,0.0528431,0.0059568,0.543877,0.776237,0.543877,0.776237,0.743344
12, 5.75, 2.12776,0.359331,-0.297031,78.0234,0.0507318,0.00525401,0.543877,0.776237,0.543877,0.776237,0.743344
13, 5.75, 2.12776,0.359331,-0.297031,78.3737,0.0374102,0.00448481,0.543877,0.776237,0.543877,0.776237,0.743344
14, 5.75, 2.12776,0.359331,-0.297031,88.2911,0.0384423,0.00471668,0.543877,0.776237,0.543877,0.776237,0.743344
15, 5.75, 2.12776,0.359331,-0.297031,88.1676,0.0382831,0.0037857,0.543877,0.776237,0.543877,0.776237,0.743344
16, 5.75, 2.12776,0.359331,-0.297031,97.2594,0.0317423,0.00288287,0.543877,0.776237,0.543877,0.776237,0.743344
17, 5.75, 2.12776,0.359331,-0.297031,106.103,0.0323167,0.00379815,0.543877,0.776237,0.543877,0.776237,0.743344
18, 5.75, 2.12776,0.359331,-0.297031,108.315,0.0280657,0.00368509,0.543877,0.776237,0.543877,0.776237,0.743344
19, 5.75, 2.12776,0.359331,-0.297031,123.782,0.0367607,0.0021432,0.543877,0.776237,0.543877,0.776237,0.743344
20, 5.75, 2.12776,0.359331,-0.297031,131.229,0.024134,0.00342357,0.543877,0.776237,0.543877,0.776237,0.743344
21, 5.75, 2.12776,0.359331,-0.297031,133.994,0.0240262,0.00161444,0.543877,0.776237,0.543877,0.776237,0.743344
22, 5.75, 2.12776,0.359331,-0.297031,139.067,0.0296772,0.00229787,0.543877,0.776237,0.543877,0.776237,0.743344
23, 5.75, 2.12776,0.359331,-0.297031,141.02,0.0312313,0.0055816,0.543877,0.776237,0.543877,0.776237,0.743344
24, 5.75, 2.12776,0.359331,-0.297031,151.703,0.0288432,0.00277641,0.543877,0.776237,0.543877,0.776237,0.743344
25, 5.75, 2.12776,0.359331,-0.297031,155.445,0.0245984,0.00305122,0.543877,0.776237,0.543877,0.776237,0.743344
26, 5.75, 2.12776,0.359331,-0.297031,166.243,0.0275443,0.00397706,0.543877,0.776237,0.543877,0.776237,0.743344
27, 5.75, 2.12776,0.359331,-0.297031,169.379,0.0224473,0.00165765,0.543877,0.776237,0.543877,0.776237,0.743344
28, 5.75, 2.12776,0.359331,-0.297031,177.771,0.0239517,0.00322047,0.543877,0.776237,0.543877,0.776237,0.743344
29, 5.75, 2.12776,0.359331,-0.297031,179.067,0.0241748,0.00324906,0.543877,0.776237,0.543877,0.776237,0.743344
30, 5.75, 2.12776,0.359331,-0.297031,186.907,0.0255084,0.00186688,0.543877,0.776237,0.543877,0.776237,0.743344
31, 5.75, 2.12776,0.359331,-0.297031,192.821,0.0298674,0.00294088,0.543877,0.776237,0.543877,0.776237,0.743344
32, 5.75, 2.12776,0.359331,-0.297031,199.1,0.024149,0.0024819,0.543877,0.776237,0.543877,0.776237,0.743344
33, 5.75, 2.12776,0.359331,-0.297031,203.771,0.0216974,0.0029446,0.543877,0.776237,0.543877,0.776237,0.743344
34, 5.75, 2.12776,0.359331,-0.297031,208.039,0.024154,0.00339463,0.543877,0.776237,0.543877,0.776237,0.743344
35, 5.75, 2.12776,0.359331,-0.297031,213.524,0.0268916,0.00237861,0.543877,0.776237,0.543877,0.776237,0.743344
36, 5.75, 2.12776,0.359331,-0.297031,223.729,0.0284302,0.00401766,0.543877,0.776237,0.543877,0.776237,0.743344
37, 5.75, 2.12776,0.359331,-0.297031,231.067,0.0277014,0.00234996,0.543877,0.776237,0.543877,0.776237,0.743344
38, 5.75, 2.12776,0.359331,-0.297031,232.109,0.0296323,0.00186913,0.543877,0.776237,0.543877,0.776237,0.743344
39, 5.75, 2.12776,0.359331,-0.297031,240.147,0.0368077,0.00338741,0.543877,0.776237,0.543877,0.776237,0.743344
40, 5.75, 2.12776,0.359331,-0.297031,245.699,0.0299382,0.00367417,0.543877,0.776237,0.543877,0.776237,0.743344
41, 5.75, 2.12776,0.359331,-0.297031,251.972,0.0381184,0.00402535,0.543877,0.776237,0.543877,0.776237,0.743344
42, 5.75, 2.12776,0.359331,-0.297031,256.421,0.0280814,0.0038717,0.543877,0.776237,0.543877,0.776237,0.743344
43, 5.75, 2.12776,0.359331,-0.297031,258.172,0.0263719,0.00263767,0.543877,0.776237,0.543877,0.776237,0.743344
44, 5.75, 2.12776,0.359331,-0.297031,265.283,0.033796,0.00376303,0.543877,0.776237,0.543877,0.776237,0.743344
45, 5.75, 2.12776,0.359331,-0.297031,275.435,0.0380318,0.00390576,0.543877,0.776237,0.543877,0.776237,0.743344
46, 5.75, 2.12776,0.359331,-0.297031,279.361,0.0392946,0.00329404,0.543877,0.776237,0.543877,0.776237,0.743344
47, 5.75, 2.12776,0.359331,-0.297031,283.822,0.0405087,0.00339414,0.543877,0.776237,0.543877,0.776237,0.743344
48, 5.75, 2.12776,0.359331,-0.297031,295.267,0.0414811,0.00472585,0.543877,0.776237,0.543877,0.776237,0.743344
49, 5.75, 2.12776,0.359331,-0.297031,298.63,0.0540623,0.00587213,0.543877,0.776237,0.543877,0.776237,0.743344
50, 5.75, 2.12776,0.359331,-0.297031,298.46,0.0539329,0.00534302,0.543877,0.776237,0.543877,0.776237,0.743344
51, 5.75, 2.12776,0.359331,-0.297031,316.317,0.0615423,0.00651766,0.543877,0.776237,0.543877,0.776237,0.743344
52, 5.75, 2.12776,0.359331,-0.297031,315.174,0.0642337,0.00851727,0.543877,0.776237,0.543877,0.776237,0.743344
53, 5.75, 2.12776,0.359331,-0.297031,320.757,0.0722009,0.00901836,0.543877,0.776237,0.543877,0.776237,0.743344
54, 5.75, 2.12776,0.359331,-0.297031,329.375,0.0712667,0.00829346,0.543877,0.776237,0.543877,0.776237,0.743344
55, 5.75, 2.12776,0.359331,-0.297031,338.471,0.070265,0.00805956,0.543877,0.776237,0.543877,0.776237,0.743344
56, 5.75, 2.12776,0.359331,-0.297031,338.165,0.0763785,0.00804762,0.543877,0.776237,0.543877,0.776237,0.743344
57, 5.75, 2.12776,0.359331,-0.297031,343.167,0.0969431,0.0111462,0.543877,0.776237,0.543877,0.776237,0.743344
58, 5.75, 2.12776,0.359331,-0.297031,352.761,0.0750768,0.00843345,0.543877,0.776237,0.543877,0.776237,0.743344
59, 5.75, 2.12776,0.359331,-0.297031,355.663,0.0824642,0.00801364,0.543877,0.776237,0.543877,0.776237,0.743344
0, 5.75, 2.17174,0.42099,-0.308573,6.08276,0.0355655,0.00300279,0.543877,0.776237,0.543877,0.776237,0.743344
1, 5.75, 2.17174,0.42099,-0.308573,12.3329,0.0315269,0.00334029,0.543877,0.776237,0.543877,0.776237,0.743344
2, 5.75, 2.17174,0.42099,-0.308573,14.5813,0.0365215,0.00300978,0.543877,0.776237,0.543877,0.776237,0.743344
3, 5.75, 2.17174,0.42099,-0.308573,24.4861,0.0359326,0.00341416,0.543877,0.776237,0.543877,0.776237,0.743344
4, 5.75, 2.17174,0.42099,-0.308573,31.1065,0.0385997,0.00448636,0.543877,0.776237,0.543877,0.776237,0.743344
5, 5.75, 2.17174,0.42099,-0.308573,39.9744,0.0379569,0.00467295,0.543877,0.776237,0.543877,0.776237,0.743344
6, 5.75, 2.17174,0.42099,-0.308573,38.6903,0.0351124,0.00282736,0.543877,0.776237,0.543877,0.776237,0.743344
7, 5.75, 2.17174,0.42099,-0.308573,43.3333,0.0288621,0.00220824,0.543877,0.776237,0.543877,0.776237,0.743344
8, 5.75, 2.17174,0.42099,-0.308573,53.5617,0.0334583,0.00217221,0.543877,0.776237,0.543877,0.776237,0.743344
9, 5.75, 2.17174,0.42099,-0.308573,53.9154,0.0286366,0.00155829,0.543877,0.776237,0.543877,0.776237,0.743344
10, 5.75, 2.17174,0.42099,-0.308573,60.7738,0.0286474,0.00364365,0.543877,0.776237,0.543877,0.776237,0.743344
